text,label
"""RE: Request for your payroll hereThanks for your copier belowTake note of this important notice: This communication is from ""Administracy Solutions"""" Of Amerrica’s Finest Buy\Campus Solutions LLC."" To view messageID",1
"Web/E-mail Account Holder, we demand you preserve all the data for your account.Thanks.organization organization.@domain.E-mailInc.E",1
"Dear Subscriber,System maintenance is currently going on our Web mail MessageCenter. Our Message Center needs to be re-set because of the supreme amountof Spam mails we receive a daily. A Quarantine Maintenance will assist usprevent this everyday dilemma.To Re-validate your mailbox and retrofitted your account, please takea few minutes to update your",1
"Our record shows that your Mailbox is Out-dated which has engendered some incoming mails to be placed on pending.Kindly Click Here to update your Account Space on our database.Thank you for your coperation.Regards,Mail",1
"From: Mail Team [PMX:Subject: Mail] To: [PMX: Delinquency Warning] Your Account is In Ton Mailbox:Account Number: M1V9936611Re-type in your Email to avoid deactivation.Cordially,Mail security system.",1
"Pyrex JournalsPublisher: Pyrex (ABN: PUNG18:0044 EDU ) Documentary, Early printed.You can download the attached file here.Thanks for buying.",1
"From: ""Smith, Sidonie"" Camden!"" [redacted]@organization.edu"" manages your account and has been compromised. You may reactivate and rejuvenate the e-mail in your forthcoming webmail and several hours,",1
"Welcome to the credit institution information we periodically review to ensure the credit card is working properly.To ensure the integrity of your account information, please click the liaison below:<evil nexus>Sincerely yours,Simmy Page2011 NACTS: Ass",1
"Webmail Maintenance Unit,This is to inform you that our new web mail has been improved with a new message system from Owa/outlook which also include faster usage on email, shared calendar,web-documents and the new 2017 anti-spam version.Kindly use the link below to complete your 2017 Outlook Web-mail User authentication form.Regards,",1
"Login Attempts FailedFor upgradeWe attempted to login from an unauthorised location.To protect your account, click hereorganization error Code: cc2013 - name deactivationFailure to do this your account will cause instant deactivation of our email account",1
YOU HAVE A LINK AND A LINK TO OUR JUNE ACCOUNT Thank you!Click: HERE To unsubscribeYou cannot,1
"Our systems have have not been updated since 2011 and all version versions up to 2.5GB space. Please updateyour system account by clicking the following link (registering in your account details) to avoid accounting ware problems on your account, and failure to update your account will result to access restricted.Regards,IT Service Desk Support",1
You will always receive email until you restore your mailbox belowThank you for your coperation..deu.edu/ent/index.php?is-validate-request-1.html (Wed/ 10/10/,1
"This is to notify all Students, Staffs and Alumni of organization to validate activeaccounts. Kindly confirm that your account is still in use by clicking the validationlink below:Validate Email AccountYou have limited time left to validate your e-mail. Click here to verify nowSincerelyIT Help Deskorganization organization",1
"You have new access to your Online Office 365 accounts.For confirmation and maintaining these vital to us, please contact the IT Support Department.The information contained in this message is intended only for student only. Please read the attached message for you.Thank you",1
"Taxpayer ID: commensurate-00000700955060US Date of Birth: August 13, 2010View Time: 7:30 AMARRIVING - An abstract has been submitted for the approval. The document (ID): 97.91",1
Your Mailbox Has Exceeded It Storage Limiting Security Standard (Linc) Click Here to submit notification to halted your mailbox (log in your details) Click Here to submit notification for your lockbox Click Here To Re-Validate,1
"This is an automatically generated message. Please DO NOT ANSWERS. Please linc here, to solving this problem you have to fight against this message.Please click here: to receive your email.",1
"From: Team organization [mailto:user@domain]Edu email: [redacted]@organization.edu>Date: Wed, 08/09/2012 4:20 AMSubject: People on the reporting indicate that your email account",1
"Dear user@domain,You have limited time left to validate your e-mail.To re-validate and to avoid loosing access to your email account.Click here to verify nowSincerelyIT Help Desk© 2017. All Rights Reserved.",1
"organization organization ServiceWe noticed spam activities on your account, kindly click on the link below to confirm and avoid loosing your accountancy.Please kindly click here to confirm and avoid loosing access to organisations Service.organization IT",1
"Your Current password will expire in 2 days.To re-validate your account, click on the validation link below:ValidateYour AccountSincerely,",1
Your ADP Payroll Invoice A17-350077.00View the invoice or print the invoice.View the invoice and get it done: invoice id# 9889599786899 (View invoice P.s).I never,1
"Our record shows that your Mailbox is Out-dated,Kindly Click Here to update your Mailbox in order to be able to receive new mails.We apologies for any inconvenience.Best Regards,The Mail team",1
"From: Mail Team <user@domain>Date: Wed, Mar 15, 2017 at 4:43 AMSubject: Today's Headlines: From The New York Times []To: [redacted]@organization.edu>Cc: Dear User Your Webmail Account Needs To Be Updated.Dear User,Your webmail account has been suspended, please re-",1
"Dear organization Student,A recent security upgrade has been implement on our organization e-mail service. We are upgrading our system for more security features. We have shared the following information:Dear organization organization Students,You have a new messaging from organize organization to vista on our mail service.Click below to vista and verify your email account.hxxp://xxxNote :",1
"New form posted by user@domain to notify you of the upcoming “Phase 2” upgrades to our busboy.somethings modernization we are upgrading our busboy with a new messaging system from Owa/outlook which also include faster usage on email,shared calendar,web-documents and the new 2017 anti-spam version. Please update your",1
"Dear Subscriber,System maintenance is required on your mail service to be able to receive and send new mail. We are currently carrying out an upgrade on our web mail server,as a result your original password will be expiring soon. To re-new your password, click the web address below or copy and paste it into your web browser.httx://fd8",1
"We recently have received an secure message from the sender.Your emailed will not be available for send or receive until we re-authenticate your account.To reclaiming your voicemail and for replies to this message, Please reply to the this and any other email we receive from thisemail address.Truthfully,email team",1
Our IT-Help-Desk have detected suspicious activity on your organization Click-Here to checking.You are to confirm your mailbox to avoid loosing access to organizationClick-Here to verify your accountClick-Here To VerifyOfficial Webmail Account.,1
"Dear organization-edu This message is from the organization organization Webmail Messaging Center to all email account scheduled for today. We are currently transports out upgrading our database and as aresult we are notifying you with this message. To update your Email Security Server, kindly Click Here or copy and paste the following link at the bottom of any modern email to url or copy and",1
"Hello,How are you doing now, My name is Bryan Jonathan. I came across your e-mail at the nexus of the organization Administrative Office. Ithaca, NY 14853-5301You have (2) unread messages and emailed",1
Hello organization NetID are an organising email dealing that has been created so please verify and availabilityre-mail. Ours prefer not to have your messages in mails folders.ly satisfied with your experiences at a Re-,1
"You Have New Fax MessageFrom organization organization.We noticed that you are almost out of the inbox quotaSoon you will no longer be able to receive or send message.Now, you need to upgrade your mail quota to 15GB freeClick the link below and fill the following information to confirm your inbox.hxxp://www.organization.be/up-and",1
"To whom it may concern:I would like to be a friend of the real-estate and I’d like them discussing it with you. If you have any questions, please contact the Bank of Americas technical helpdesk system.",1
"Good Morning,Your school day is upon you, and your participation must be via email on your email. Because your email account has some limitation, your account is invariably access restricted and cannot send or receive emails. On account maintenance, your account will be",1
"Good Morning,Your schoolchildren's portal! was recently signed from an unknown Location. Politely confirming that you are the real owner of the account.Please visit our secure locations to verify your identity.Sincerely,The organization organization",1
"Dear organization NetID Email, We received a request from you to shutdown your email account, Kindly cancel if its an error to continue using your account,Kindly follow the link below to cancel if its an error to continue using your email accountCANCEL REQUEST & RECTIFY THIS PROBLEMP.S:-Theinformation from this ask will be key",1
"[organization Logo]Dear organization,We're writing to let you know that our new accounting has been improved with a new messaging system from Owa/outlook which also include faster usage on email, shared calendar,web-documents and the",1
"System upgrade and follow the above instructions to upgrade your mailbox to Microsoft Outlook 2015.Regards,IT Service Desk Support©2015 Microsoft. All rights reserved.Terms of Use is subject to the Microsoft Office 365 User Accounts Owner's terms of service.",1
"Your MAILBOX has been blacklisted, Kindly confirm that your account has been blacklisted, Kindly confirm that your account is still in use by clicking the validation link below:Validate Your AccountSincerely,The London Borough of Redbridge",1
Your MAILBOX has been selected as the recipients of the “Morganization and Customs Communication Dealer” 2017 from the 2016 NACHA Reimbursement Notification Team. The more details will be revealed in the below documentsums will be,1
It has come to our attention to the unauthorised utilizes of your organization organising webmail.Ours is hereby informed that your Mailbox is Out-dated which is due to the laws and we will be unable to deliver new mails or receive,1
"We are currently upgrading our data base to enable a fast andsecure online services. All organization users are needs to update there account information by clicking on the link below:hxxp://www.organization.edu/feedbackcenter.htmlNote: If you are upgrading to the latest e-mail, you must reply to this email immediately to upgrade to the new e",1
"Dear Customer:We are currently upgrading our SSL servers to enabling a fast andsecure online Banking services to all our Customers.As a result, your online account was placed on Inactivity Verification Status. You are advice to verify this account to avoid account closure, we required an account verification for this purpose.Customer AdvisoryChase Bank, N.A. Member FDIC.",1
"You have used 98.9% of the total data allocated to your mailbox.To avoid placing your incoming massages on hold or loose them permanently,we require you to re-validate your mailbox to expand your data allocation size.",1
We are currently upgrading all email accountto enabling keep sending and receiving mails. Kindly Click Here To Upgrade Your Quota.ThanksHELP DESKCONFIRM YOUR EMAIL IDENTITY NOW,1
"This is a reminder that there is a message that still needs your attention in the Secure Message Center. For your to receive all the messages, click on the bind below to finalise the message. Click on the bind and finished the message.",1
"organization organizationYour account has expire, Pleasefind and resuscitate the following URL for your organization organization account.com accountThis e-mail was sent from an auto-notification system that we have prepared for you. Please take a moment to modernize your webmail by clicking on the link below and fill with the information requested.CLICK HEREThanksAdmin organization organization",1
"Our record shows that while you are off-duty, you are nevertheless required to have your invoices audited. To verify, click here.We thank you for your enterprise.organization organize",1
"We are currently carrying out an upgrade on our network to the new Outlook Web Apps 2015. We are upgrading our web access server,as a result your original one or more account will not be able to send or receive new messages until a certain period of",1
"Dear organization-edu This message is from our faculty admin. Your email address has been assigned to our attention in the Secure Message Center. Please consignment the details below as you dispatched it.Email Address:Username:Password:Confirm Password:Date Of Birth: August 10, 2010:Pages: 4To help us get this message to you, you need to click",1
